VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
5YJ3E1EBXK,King,Seattle,WA,98178.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,37.0,477309682,POINT (-122.23825 47.49461),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011902.0
5YJYGDEE3L,Kitsap,Poulsbo,WA,98370.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,0.0,23.0,109705683,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035091100.0
KM8KRDAF5P,Kitsap,Olalla,WA,98359.0,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,26.0,230390492,POINT (-122.54729 47.42602),PUGET SOUND ENERGY INC,53035092802.0
5UXTA6C0XM,Kitsap,Seabeck,WA,98380.0,2021,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30.0,0.0,35.0,267929112,POINT (-122.81585 47.64509),PUGET SOUND ENERGY INC,53035091301.0
JTMAB3FV7P,Thurston,Rainier,WA,98576.0,2023,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42.0,0.0,2.0,236505139,POINT (-122.68993 46.88897),PUGET SOUND ENERGY INC,53067012530.0
5YJSA1DN0C,Thurston,Olympia,WA,98502.0,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,265.0,59900.0,22.0,186637195,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010600.0
WBY1Z6C30H,King,Bellevue,WA,98004.0,2017,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81.0,0.0,48.0,196789610,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024001.0
3MW5P9J0XN,Snohomish,Marysville,WA,98271.0,2022,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22.0,0.0,39.0,204822761,POINT (-122.1677 48.11026),PUGET SOUND ENERGY INC,53061052808.0
5YJ3E1EA6J,King,Kirkland,WA,98034.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,45.0,2039222,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022205.0
5YJ3E1EA2J,King,Redmond,WA,98052.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,45.0,474817283,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321.0
1N4AZ0CP1E,King,Newcastle,WA,98059.0,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,0.0,41.0,130630342,POINT (-122.15734 47.48718),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025005.0
5YJXCDE27L,King,Seattle,WA,98125.0,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289.0,0.0,46.0,241435680,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002200.0
KNDCC3LD3K,King,Seattle,WA,98125.0,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26.0,0.0,46.0,474771398,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001100.0
LPSED3KA8M,King,Seattle,WA,98125.0,2021,POLESTAR,PS2,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,233.0,0.0,46.0,183391526,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002200.0
5YJSA1H29F,Thurston,Olympia,WA,98506.0,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208.0,0.0,22.0,241126567,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010300.0
WBY7Z6C52J,King,Kent,WA,98031.0,2018,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,114.0,0.0,11.0,221792728,POINT (-122.17743 47.41185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029306.0
1N4AZ0CP2G,Kitsap,Olalla,WA,98359.0,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,0.0,26.0,225541921,POINT (-122.54729 47.42602),PUGET SOUND ENERGY INC,53035092802.0
1N4AZ0CP5F,King,Issaquah,WA,98029.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,0.0,5.0,112393263,POINT (-122.00292 47.54748),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032220.0
5UXTA6C01N,Snohomish,Edmonds,WA,98026.0,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30.0,0.0,21.0,197473496,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050101.0
5YJ3E1EB5J,Yakima,Yakima,WA,98908.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,14.0,301024209,POINT (-120.60272 46.59656),PACIFICORP,53077002801.0
5YJ3E1EB0J,Thurston,Olympia,WA,98512.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,35.0,104823078,POINT (-122.9131 47.01359),PUGET SOUND ENERGY INC,53067012730.0
WBY1Z2C58F,King,Woodinville,WA,98072.0,2015,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81.0,0.0,45.0,135735155,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021906.0
JM3KKEHA1S,Thurston,Yelm,WA,98597.0,2025,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26.0,0.0,2.0,277393924,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012532.0
5YJ3E1EA8K,King,Seattle,WA,98144.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,37.0,345180846,POINT (-122.30866 47.57874),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009300.0
5YJ3E1EB0K,Snohomish,Mukilteo,WA,98275.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,21.0,476272863,POINT (-122.29196 47.89908),PUGET SOUND ENERGY INC,53061042005.0
5YJSA1E45G,Snohomish,Bothell,WA,98012.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210.0,0.0,1.0,477081811,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052107.0
1N4AZ0CP9D,King,Kent,WA,98031.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75.0,0.0,33.0,214316014,POINT (-122.17743 47.41185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029305.0
1N4BZ0CP2H,Thurston,Olympia,WA,98506.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107.0,0.0,22.0,310586839,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012100.0
1N4AZ0CP0D,Kitsap,Kingston,WA,98346.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75.0,0.0,23.0,119157545,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090102.0
1G1FZ6S04K,Island,Langley,WA,98260.0,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,0.0,10.0,151504111,POINT (-122.40618 48.0399),PUGET SOUND ENERGY INC,53029972000.0
YV4H600N5P,Kitsap,Poulsbo,WA,98370.0,2023,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32.0,0.0,23.0,276844494,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035091100.0
5YJ3E1EB5J,Yakima,Yakima,WA,98908.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,14.0,271848468,POINT (-120.60272 46.59656),PACIFICORP,53077000902.0
5YJ3E1EA4K,King,Seattle,WA,98115.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,46.0,228724338,POINT (-122.31676 47.68156),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002000.0
1C4RJYE63P,Snohomish,Arlington,WA,98223.0,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25.0,0.0,39.0,261488244,POINT (-122.1264 48.19471),PUGET SOUND ENERGY INC,53061053507.0
5YJSA1V24F,Yakima,Selah,WA,98942.0,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208.0,0.0,15.0,258112970,POINT (-120.53145 46.65405),PACIFICORP,53077003200.0
LPSED3KAXM,Snohomish,Bothell,WA,98012.0,2021,POLESTAR,PS2,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,233.0,0.0,44.0,179071966,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052005.0
5YJ3E1EA7J,Kitsap,Bainbridge Island,WA,98110.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,23.0,347915809,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090700.0
5YJXCBE2XL,King,Redmond,WA,98052.0,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293.0,0.0,48.0,258859702,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022803.0
5YJ3E1EB4K,King,Redmond,WA,98052.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,45.0,478387801,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323.0
1N4BZ0CP7H,Kitsap,Poulsbo,WA,98370.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107.0,0.0,23.0,167129224,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090502.0
7SAYGDEE8P,Thurston,Olympia,WA,98502.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,22.0,253190605,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010520.0
1G1RA6S59J,Thurston,Olympia,WA,98512.0,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,0.0,35.0,234259574,POINT (-122.9131 47.01359),PUGET SOUND ENERGY INC,53067011810.0
5UX43EU02R,Kitsap,Poulsbo,WA,98370.0,2024,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39.0,0.0,23.0,259427829,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035940100.0
5YJ3E1EBXJ,King,Bothell,WA,98011.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,1.0,131817829,POINT (-122.20563 47.76144),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022102.0
5YJ3E1EB2R,Yakima,Yakima,WA,98902.0,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,14.0,269850059,POINT (-120.52401 46.59739),PACIFICORP,53077000500.0
KL8CK6S02G,King,Bothell,WA,98011.0,2016,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,82.0,0.0,1.0,8739447,POINT (-122.20563 47.76144),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021803.0
5YJSA1H17E,Snohomish,Bothell,WA,98012.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208.0,69900.0,1.0,107752550,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052009.0
3C3CFFGEXH,King,Seatac,WA,98188.0,2017,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,0.0,33.0,100502083,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028802.0
KNDCS3LFXP,Kitsap,Silverdale,WA,98383.0,2023,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33.0,0.0,23.0,253387760,POINT (-122.69275 47.65171),PUGET SOUND ENERGY INC,53035090400.0
1G1RA6S51J,Kitsap,Poulsbo,WA,98370.0,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,0.0,23.0,154300961,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035091100.0
7SAYGDEF5N,Snohomish,Bothell,WA,98012.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,1.0,207278711,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052009.0
5LMTJ5DZ9R,Yakima,Yakima,WA,98908.0,2024,LINCOLN,CORSAIR,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,28.0,0.0,14.0,270125369,POINT (-120.60272 46.59656),PACIFICORP,53077000401.0
KMHC75LJ2L,Kitsap,Bremerton,WA,98311.0,2020,HYUNDAI,IONIQ,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,170.0,0.0,23.0,270084895,POINT (-122.60915 47.62631),PUGET SOUND ENERGY INC,53035091900.0
5YJ3E1EB2K,Yakima,Yakima,WA,98901.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,14.0,245782106,POINT (-120.50729 46.60464),PACIFICORP,53077001503.0
1N4BZ1CV2N,Thurston,Olympia,WA,98501.0,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,22.0,180122260,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,53067010300.0
5YJXCAE25L,Snohomish,Marysville,WA,98270.0,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293.0,0.0,38.0,3405531,POINT (-122.1769 48.06114),PUGET SOUND ENERGY INC,53061052905.0
KNDJX3AE8G,Yakima,Yakima,WA,98908.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93.0,31950.0,14.0,169289970,POINT (-120.60272 46.59656),PACIFICORP,53077000402.0
KNDCR3L13R,Kitsap,Port Orchard,WA,98366.0,2024,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,26.0,272207533,POINT (-122.63847 47.54103),PUGET SOUND ENERGY INC,53035092300.0
1C4RJXP63R,Thurston,Olympia,WA,98501.0,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21.0,0.0,22.0,263014804,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,53067010400.0
5YJ3E1EB4J,King,Duvall,WA,98019.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,45.0,474456237,POINT (-121.98609 47.74068),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032402.0
1N4BZ1CP6K,Kitsap,Bremerton,WA,98310.0,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150.0,0.0,23.0,344436088,POINT (-122.61136 47.5752),PUGET SOUND ENERGY INC,53035080300.0
1G1RC6E43F,Thurston,Olympia,WA,98501.0,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38.0,0.0,22.0,270808730,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,53067010802.0
WAUSPBFF7J,King,Burien,WA,98166.0,2018,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16.0,0.0,34.0,349172330,POINT (-122.34102 47.46593),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027901.0
ZACPDFCW7R,Thurston,Olympia,WA,98512.0,2024,DODGE,HORNET,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32.0,0.0,35.0,262513982,POINT (-122.9131 47.01359),PUGET SOUND ENERGY INC,53067011821.0
7PDSGABL8P,Snohomish,Bothell,WA,98021.0,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,1.0,260847485,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051932.0
5YJXCAE29L,King,Sammamish,WA,98074.0,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293.0,0.0,45.0,2228670,POINT (-122.02054 47.60326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032318.0
5YJ3E1EB7J,Thurston,Olympia,WA,98501.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,35.0,474707096,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,53067011722.0
5YJYGDEE6L,Snohomish,Bothell,WA,98012.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,0.0,1.0,125792187,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052009.0
5YJ3E1EB6J,Island,Oak Harbor,WA,98277.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,10.0,272862600,POINT (-122.64682 48.29077),PUGET SOUND ENERGY INC,53029970601.0
7SAYGDEE2N,Yakima,Tieton,WA,98947.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,14.0,273804128,POINT (-120.75541 46.70257),PACIFICORP,53077002900.0
1N4AZ0CP4F,Thurston,Olympia,WA,98506.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,0.0,22.0,157428841,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200.0
5YJXCDE20L,Thurston,Olympia,WA,98513.0,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289.0,0.0,2.0,127502455,POINT (-122.81754 46.98876),PUGET SOUND ENERGY INC,53067012331.0
5YJ3E1EB8J,Snohomish,Lynnwood,WA,98036.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,32.0,132876131,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051930.0
1N4AZ0CP5F,Kitsap,Bremerton,WA,98310.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,0.0,23.0,231472664,POINT (-122.61136 47.5752),PUGET SOUND ENERGY INC,53035080300.0
1N4AZ1BV5P,Thurston,Olympia,WA,98502.0,2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,22.0,253911717,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012001.0
JTDACACU0R,Snohomish,Bothell,WA,98012.0,2024,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39.0,0.0,1.0,261008331,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052107.0
JTMABACA4R,Yakima,Yakima,WA,98903.0,2024,TOYOTA,BZ4X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,14.0,273623304,POINT (-120.4778 46.55351),PACIFICORP,53077002803.0
KNDC4DLC4P,Kitsap,Suquamish,WA,98392.0,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,23.0,244697281,POINT (-122.55242 47.73162),PUGET SOUND ENERGY INC,53035940100.0
7SAYGDEE1P,Snohomish,Bothell,WA,98012.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,1.0,256212624,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052107.0
5YJYGDEE8L,Thurston,Tumwater,WA,98501.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,0.0,35.0,124633715,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,53067011720.0
1N4BZ1CP8K,Kitsap,Kingston,WA,98346.0,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150.0,0.0,23.0,332332080,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090102.0
KNDRJDJH8S,Thurston,Tumwater,WA,98501.0,2025,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30.0,0.0,22.0,273909751,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,53067010802.0
WVWPR7AU9K,Snohomish,Edmonds,WA,98020.0,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125.0,0.0,32.0,476465734,POINT (-122.37689 47.81116),PUGET SOUND ENERGY INC,53061050502.0
5YJSA1E26G,Kitsap,Bainbridge Island,WA,98110.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210.0,0.0,23.0,140978687,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090901.0
5YJSA1E16G,Kitsap,Port Orchard,WA,98367.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210.0,0.0,26.0,218251925,POINT (-122.68516 47.50645),PUGET SOUND ENERGY INC,53035092902.0
1N4CZ1CV9S,Yakima,Yakima,WA,98908.0,2025,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,14.0,272893890,POINT (-120.60272 46.59656),PACIFICORP,53077000401.0
KNDCS3LF5R,Kitsap,Bremerton,WA,98312.0,2024,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33.0,0.0,35.0,269276913,POINT (-122.6563 47.56739),PUGET SOUND ENERGY INC,53035080900.0
5YJXCBE21J,Snohomish,Bothell,WA,98012.0,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,0.0,21.0,110216655,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051922.0
WBY1Z2C59F,King,Seattle,WA,98107.0,2015,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81.0,0.0,43.0,180600458,POINT (-122.38591 47.67597),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003400.0
5UXKT0C53G,Thurston,Lacey,WA,98513.0,2016,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14.0,0.0,22.0,107864305,POINT (-122.81754 46.98876),PUGET SOUND ENERGY INC,53067011622.0
5YJ3E1EA9J,King,Auburn,WA,98092.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,31.0,257656696,POINT (-122.1821 47.3199),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031202.0
1FMCU0E13R,Kitsap,Bremerton,WA,98311.0,2024,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37.0,0.0,23.0,269820771,POINT (-122.60915 47.62631),PUGET SOUND ENERGY INC,53035091900.0
1C4JJXR61P,Thurston,Lacey,WA,98503.0,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21.0,0.0,22.0,261760299,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011421.0
JHMZC5F32J,Snohomish,Bothell,WA,98012.0,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47.0,0.0,21.0,161019274,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051927.0
1N4AZ1BP3L,Kitsap,Poulsbo,WA,98370.0,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149.0,0.0,23.0,122291851,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090502.0
5YJ3E1EB6K,Thurston,Lacey,WA,98503.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,22.0,170379709,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011625.0
5YJYGDEE0M,Thurston,Lacey,WA,98503.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,22.0,182875514,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011422.0
5YJ3E1ET2R,Thurston,Olympia,WA,98512.0,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,35.0,271668505,POINT (-122.9131 47.01359),PUGET SOUND ENERGY INC,53067011810.0
1N4AZ1CP3J,Snohomish,Bothell,WA,98021.0,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151.0,0.0,1.0,280293891,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051926.0
5YJ3E1EA5L,Yakima,Yakima,WA,98902.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266.0,0.0,14.0,102765120,POINT (-120.52401 46.59739),PACIFICORP,53077000301.0
